comentarios	status
unfortunately cover girl is an example of how hollywood used to exploit women for financial gain  	0
nonlinear narration thus many flashbacks and every part are articulated quite well  	1
the good cinematography also makes her and monica bellucci look very beautiful  	1
a good commentary of todays love and undoubtedly a film worth seeing  	1
for people who are first timers in film making i think they did an excellent job  	1
it was very popular when i was in the cinema a good house and very good reactions and plenty of laughs  	1
its a feelgood film and thats how i felt when i came out of the cinema  	1
it has northern humour and positive about the community it represents  	1
i rather enjoyed it  	1
i liked it  	1
i couldnt take them seriously  	0
it really created a unique feeling though  	1
vivian schilling did an excellent job with the script  	1
a world better than 95% of the garbage in the theatres today  	1
her role was played well  	1
not too screamy not to masculine but just right  	1
the camera really likes her in this movie  	1
i would have casted her in that role after ready the script  	1
as a european the movie is a nice throwback to my time as a student in the 1980s and the experiences i had living abroad and interacting with other nationalities although the circumstances were slightly different  	1
i am a fan of his  this movie sucked really bad  	0
even worse than ticker  	0
& that movie was bad  	0
only like 3 or 4 buildings used a couple of locations maybe & poor hummh  	0
it just blew  	0
this movie is excellentangel is beautiful and scamp is adorablehis little yelps when hes scaredand the funniest parts are whenscamp is caught under the curtain and when angel and scamp are singing ive never had this feeling beforei totally recommend this movieits coming out on special edition on june 20the cover has scamp on a garbage can and angel underneath the lid  	1
i just cant explain this movie more than romanticcharminghilariousand adorablethe junkyard scenes are funnyall the junkyard dogs have something specialtoo funny i laughedkids will love itbuy it when it comes outit has new features  	1
now we were chosen to be tortured with this disgusting piece of blatant american propaganda  	0
this show is made for americans  it is too stupid and full with hatred and clichés to be admitted elsewhere  	0
almost everyone involved must be return to school acting is utterly predictable and bad script is pile of garbage all round  	0
i wish i could enter negative values admins  	0
the sets are so bad they wouldnt look out of place on a thunderbirds episode  	0
the use of slowmotion needlessly repeats itself throughout the movie but is well backed up by bad acting and bad is a kind word here no continuity scenes that are thrown in for no reason whatsoever vehicles that looked like they were made from a corn flakes box and a directorial style that bordered on stupidity  	0
oh yeah and the storyline was pathetic too  	0
i hate writing bad reviews about films  especially those in which i really like the star  but this film is so bad i dont believe for one second that anyone could have been proud of it  	0
