comentarios	status
now we were chosen to be tortured with this disgusting piece of blatant  propaganda  	0
this show is made for   it is too stupid and  with hatred and clichés to be admitted elsewhere  	0
almost  involved must be return to school acting is utterly predictable and bad script is pile of garbage all   	0
i wish i could  negative values admins  	0
the  are so bad they wouldnt look out of place on a thunderbirds episode  	0
the use of slowmotion needlessly repeats itself throughout the movie but is well backed up by bad acting and bad is a kind word here no continuity scenes that are thrown in for no reason whatsoever vehicles that looked like they were made from a  flakes box and a   that bordered on stupidity  	0
oh yeah and the storyline was pathetic too  	0
i hate writing bad  about films  especially those in which i really like the star  but this film is so bad i dont believe for one second that anyone could have   of it  	0
i am not a  nor am i a director but i would hide  head in the  if id spent whatever amount of money and time on this movie  	0
in short  this was a monumental waste of time and energy and i would not recommend anyone to ever see this film  	0
it came free with a dvd player i bought but i still turned the thing off halfway through because i was embarrassed for howell  	0
1/10  and only because there is no  for 0/10  	0
an interesting premise and  drago is always good as a dangerous nutbag side  id love to see drago stephen mchattie and lance hendrikson in a flick together; talk about raging cheekbones  	1
the soundtrack wasnt terrible either  	1
but the actingeven that of  professionals as drago and debbie rochonwas terrible the directing worse  contributory to the former the dialog chimplike and the camera work barely tolerable  	0
still it was the  that got a big "10on  "oyveyscale  	1
 i am simplifying things here for the sake of brevity for this really is at the core of the problems with this film  it has too much going on without any real fulfilling explanation  	0
both do good  and are quite amusing  	1
but the convoluted plot just didnt convince me and much of the film was watched with a weird questioning glance  	0
i let  girlfriend talk me into seeing this  bad idea we both hated it  	0
the last 15 minutes of movie are also not bad as well  	1
bela lugosi was totally extraneous intoning odd lines  	0
the acting was decidely wooden though no worse than a period universal b movie  	0
i like armand assante &  cable companys summary sounded interesting so i watched it twice already and probably will again  	1
i believe the screenwriter did a good job of tying up the    	1
 8/10 score is mostly for the plot  	1
i wont say any more  i dont like  so i dont want to be one but i believe this film is worth your time  	1
wow what a bad film  	0
not frightening in the least and barely comprehensible  	0
the plot doesnt hang together at all and the acting is absolutely appalling  	0
not even good for camp value  	0
i wasnt expecting oscar material but this  	0
youd have to have the iq of particularly stupid mollusk not to see that one coming  	0
this film and i use that word loosely is an insult to the moviegoing   	0
if only someone involved with it knew how to string together narrative  	0
this gets a 1 out of 10 simply because theres nothing lower  	0
this is one i did not have but i watched it recently on fox movie  and was very disappointed  	0
i know  was a contract player with little control over his scripts but t acting was as bad as t script  	0
victor mclaglen was even bad and  donlevy was almost   	0
considering the  off screen between taylor and  it was  how little  there was on screen between the two of them  	0
but the premise of the film was so ridiculous that the president of the us  	0
the death row scenes were entirely unmoving  	0
the only thing worse than taylors acting was stanwycks singing  	0
